"Adam Colclough","Q75975024","2019 United Kingdom general election","Stoke-on-Trent Central","Green Party of England and Wales"
"Barbara Fielding",,,,
"David Furness","Q24035660","2016 London mayoral election",,"British National Party"
"David Furness","Q24035660","2019 United Kingdom general election","Hornchurch and Upminster","British National Party"
"Godfrey Davies",,,,
"Mohammad Akram",,,,
"The Incredible Flying Brick","Q76130516","2019 United Kingdom general election","Islington North","Official Monster Raving Loony Party"
"Zulfiqar Ali",,,,
